97800;0.0;0.9999999999999247;0.9999999999999991;1.0
98000;0.0;0.9999999999999247;0.9999999999999991;1.0
98200;0.0;0.9999999999999247;0.9999999999999991;1.0
98400;0.0;0.9999999999999247;0.9999999999999991;1.0
98600;0.0;0.9999999999999247;0.9999999999999991;1.0
98800;0.0;0.9999999999999247;0.9999999999999991;1.0
99000;0.0;0.9999999999999247;0.9999999999999991;1.0
99200;0.0;0.9999999999999247;0.9999999999999991;1.0
99400;0.0;0.9999999999999247;0.9999999999999991;1.0
99600;0.0;0.9999999999999247;0.9999999999999991;1.0
99800;0.0;0.9999999999999247;0.9999999999999991;1.0
100000;0.0;0.9999999999999247;0.9999999999999991;1.0
100200;0.0;0.9999999999999247;0.9999999999999991;1.0
100400;0.0;0.9999999999999247;0.9999999999999991;1.0
100600;0.0;0.9999999999999247;0.9999999999999991;1.0
100800;0.0;0.9999999999999247;0.9999999999999991;1.0
101000;0.0;0.9999999999999247;0.9999999999999991;1.0
101200;0.0;0.9999999999999247;0.9999999999999991;1.0
101400;0.0;0.9999999999999247;0.9999999999999991;1.0
101600;0.0;0.9999999999999247;0.9999999999999991;1.0
101800;0.0;0.9999999999999247;0.9999999999999991;1.0
102000;0.0;0.9999999999999247;0.9999999999999991;1.0
102200;0.0;0.9999999999999247;0.9999999999999991;1.0
102400;0.0;0.9999999999999247;0.9999999999999991;1.0
102600;0.0;0.9999999999999247;0.9999999999999991;1.0
102800;0.0;0.9999999999999247;0.9999999999999991;1.0
103000;0.0;0.9999999999999247;0.9999999999999991;1.0
103200;0.0;0.9999999999999247;0.9999999999999991;1.0
103400;0.0;0.9999999999999247;0.9999999999999991;1.0
103600;0.0;0.9999999999999247;0.9999999999999991;1.0
103800;0.0;0.9999999999999247;0.9999999999999991;1.0
104000;0.0;0.9999999999999247;0.9999999999999991;1.0
104200;0.0;0.9999999999999247;0.9999999999999991;1.0
104400;0.0;0.9999999999999247;0.9999999999999991;1.0
104600;0.0;0.9999999999999247;0.9999999999999991;1.0
104800;0.0;0.9999999999999247;0.9999999999999991;1.0
105000;0.0;0.9999999999999247;0.9999999999999991;1.0
105200;0.0;0.9999999999999247;0.9999999999999991;1.0
105400;0.0;0.9999999999999247;0.9999999999999991;1.0
105600;0.0;0.9999999999999247;0.9999999999999991;1.0
105800;0.0;0.9999999999999247;0.9999999999999991;1.0
106000;0.0;0.9999999999999247;0.9999999999999991;1.0
106200;0.0;0.9999999999999247;0.9999999999999991;1.0
106400;0.0;0.9999999999999247;0.9999999999999991;1.0
106600;0.0;0.9999999999999247;0.9999999999999991;1.0
106800;0.0;0.9999999999999247;0.9999999999999991;1.0
107000;0.0;0.9999999999999247;0.9999999999999991;1.0
107200;0.0;0.9999999999999247;0.9999999999999991;1.0
107400;0.0;0.9999999999999247;0.9999999999999991;1.0
107600;0.0;0.9999999999999247;0.9999999999999991;1.0
107800;0.0;0.9999999999999247;0.9999999999999991;1.0
108000;0.0;0.9999999999999247;0.9999999999999991;1.0
108200;0.0;0.9999999999999247;0.9999999999999991;1.0
108400;0.0;0.9999999999999247;0.9999999999999991;1.0
108600;0.0;0.9999999999999247;0.9999999999999991;1.0
108800;0.0;0.9999999999999247;0.9999999999999991;1.0
109000;0.0;0.9999999999999247;0.9999999999999991;1.0
109200;0.0;0.9999999999999247;0.9999999999999991;1.0
109400;0.0;0.9999999999999247;0.9999999999999991;1.0
109600;0.0;0.9999999999999247;0.9999999999999991;1.0
109800;0.0;0.9999999999999247;0.9999999999999991;1.0
110000;0.0;0.9999999999999247;0.9999999999999991;1.0
110200;0.0;0.9999999999999247;0.9999999999999991;1.0
110400;0.0;0.9999999999999247;0.9999999999999991;1.0
110600;0.0;0.9999999999999247;0.9999999999999991;1.0
110800;0.0;0.9999999999999247;0.9999999999999991;1.0
111000;0.0;0.9999999999999247;0.9999999999999991;1.0
111200;0.0;0.9999999999999247;0.9999999999999991;1.0
111400;0.0;0.9999999999999247;0.9999999999999991;1.0
111600;0.0;0.9999999999999247;0.9999999999999991;1.0
111800;0.0;0.9999999999999247;0.9999999999999991;1.0
112000;0.0;0.9999999999999247;0.9999999999999991;1.0
112200;0.0;0.9999999999999247;0.9999999999999991;1.0
112400;0.0;0.9999999999999247;0.9999999999999991;1.0
112600;0.0;0.9999999999999247;0.9999999999999991;1.0
112800;0.0;0.9999999999999247;0.9999999999999991;1.0
113000;0.0;0.9999999999999247;0.9999999999999991;1.0
113200;0.0;0.9999999999999247;0.9999999999999991;1.0
113400;0.0;0.9999999999999247;0.9999999999999991;1.0
113600;0.0;0.9999999999999247;0.9999999999999991;1.0
113800;0.0;0.9999999999999247;0.9999999999999991;1.0
114000;0.0;0.9999999999999247;0.9999999999999991;1.0
114200;0.0;0.9999999999999247;0.9999999999999991;1.0
114400;0.0;0.9999999999999247;0.9999999999999991;1.0
114600;0.0;0.9999999999999247;0.9999999999999991;1.0
114800;0.0;0.9999999999999247;0.9999999999999991;1.0
115000;0.0;0.9999999999999247;0.9999999999999991;1.0
115200;0.0;0.9999999999999247;0.9999999999999991;1.0
115400;0.0;0.9999999999999247;0.9999999999999991;1.0
115600;0.0;0.9999999999999247;0.9999999999999991;1.0
115800;0.0;0.9999999999999247;0.9999999999999991;1.0
116000;0.0;0.9999999999999247;0.9999999999999991;1.0
116200;0.0;0.9999999999999247;0.9999999999999991;1.0
116400;0.0;0.9999999999999247;0.9999999999999991;1.0
116600;0.0;0.9999999999999247;0.9999999999999991;1.0
116800;0.0;0.9999999999999247;0.9999999999999991;1.0
117000;0.0;0.9999999999999247;0.9999999999999991;1.0
117200;0.0;0.9999999999999247;0.9999999999999991;1.0
117400;0.0;0.9999999999999247;0.9999999999999991;1.0
117600;0.0;0.9999999999999247;0.9999999999999991;1.0
117800;0.0;0.9999999999999247;0.9999999999999991;1.0
118000;0.0;0.9999999999999247;0.9999999999999991;1.0
118200;0.0;0.9999999999999247;0.9999999999999991;1.0
118400;0.0;0.9999999999999247;0.9999999999999991;1.0
118600;0.0;0.9999999999999247;0.9999999999999991;1.0
118800;0.0;0.9999999999999247;0.9999999999999991;1.0
119000;0.0;0.9999999999999247;0.9999999999999991;1.0
119200;0.0;0.9999999999999247;0.9999999999999991;1.0
119400;0.0;0.9999999999999247;0.9999999999999991;1.0
119600;0.0;0.9999999999999247;0.9999999999999991;1.0
119800;0.0;0.9999999999999247;0.9999999999999991;1.0
120000;0.0;0.9999999999999247;0.9999999999999991;1.0
120200;0.0;0.9999999999999247;0.9999999999999991;1.0
120400;0.0;0.9999999999999247;0.9999999999999991;1.0
120600;0.0;0.9999999999999247;0.9999999999999991;1.0
120800;0.0;0.9999999999999247;0.9999999999999991;1.0
121000;0.0;0.9999999999999247;0.9999999999999991;1.0
121200;0.0;0.9999999999999247;0.9999999999999991;1.0
121400;0.0;0.9999999999999247;0.9999999999999991;1.0
121600;0.0;0.9999999999999247;0.9999999999999991;1.0
121800;0.0;0.9999999999999247;0.9999999999999991;1.0
122000;0.0;0.9999999999999247;0.9999999999999991;1.0
122200;0.0;0.9999999999999247;0.9999999999999991;1.0
122400;0.0;0.9999999999999247;0.9999999999999991;1.0
122600;0.0;0.9999999999999247;0.9999999999999991;1.0
122800;0.0;0.9999999999999247;0.9999999999999991;1.0
123000;0.0;0.9999999999999247;0.9999999999999991;1.0
123200;0.0;0.9999999999999247;0.9999999999999991;1.0
123400;0.0;0.9999999999999247;0.9999999999999991;1.0
123600;0.0;0.9999999999999247;0.9999999999999991;1.0
123800;0.0;0.9999999999999247;0.9999999999999991;1.0
124000;0.0;0.9999999999999247;0.9999999999999991;1.0
124200;0.0;0.9999999999999247;0.9999999999999991;1.0
124400;0.0;0.9999999999999247;0.9999999999999991;1.0
124600;0.0;0.9999999999999247;0.9999999999999991;1.0
124800;0.0;0.9999999999999247;0.9999999999999991;1.0
125000;0.0;0.9999999999999247;0.9999999999999991;1.0
125200;0.0;0.9999999999999247;0.9999999999999991;1.0
125400;0.0;0.9999999999999247;0.9999999999999991;1.0
125600;0.0;0.9999999999999247;0.9999999999999991;1.0
125800;0.0;0.9999999999999247;0.9999999999999991;1.0
126000;0.0;0.9999999999999247;0.9999999999999991;1.0
126200;0.0;0.9999999999999247;0.9999999999999991;1.0
126400;0.0;0.9999999999999247;0.9999999999999991;1.0
126600;0.0;0.9999999999999247;0.9999999999999991;1.0
126800;0.0;0.9999999999999247;0.9999999999999991;1.0
127000;0.0;0.9999999999999247;0.9999999999999991;1.0
127200;0.0;0.9999999999999247;0.9999999999999991;1.0
127400;0.0;0.9999999999999247;0.9999999999999991;1.0
127600;0.0;0.9999999999999247;0.9999999999999991;1.0
127800;0.0;0.9999999999999247;0.9999999999999991;1.0
128000;0.0;0.9999999999999247;0.9999999999999991;1.0
128200;0.0;0.9999999999999247;0.9999999999999991;1.0
128400;0.0;0.9999999999999247;0.9999999999999991;1.0
128600;0.0;0.9999999999999247;0.9999999999999991;1.0
128800;0.0;0.9999999999999247;0.9999999999999991;1.0
129000;0.0;0.9999999999999247;0.9999999999999991;1.0
129200;0.0;0.9999999999999247;0.9999999999999991;1.0
129400;0.0;0.9999999999999247;0.9999999999999991;1.0
129600;0.0;0.9999999999999247;0.9999999999999991;1.0
129800;0.0;0.9999999999999247;0.9999999999999991;1.0
130000;0.0;0.9999999999999247;0.9999999999999991;1.0
130200;0.0;0.9999999999999247;0.9999999999999991;1.0
130400;0.0;0.9999999999999247;0.9999999999999991;1.0
130600;0.0;0.9999999999999247;0.9999999999999991;1.0
130800;0.0;0.9999999999999247;0.9999999999999991;1.0
131000;0.0;0.9999999999999247;0.9999999999999991;1.0
131200;0.0;0.9999999999999247;0.9999999999999991;1.0
131400;0.0;0.9999999999999247;0.9999999999999991;1.0
131600;0.0;0.9999999999999247;0.9999999999999991;1.0
131800;0.0;0.9999999999999247;0.9999999999999991;1.0
132000;0.0;0.9999999999999247;0.9999999999999991;1.0
132200;0.0;0.9999999999999247;0.9999999999999991;1.0
132400;0.0;0.9999999999999247;0.9999999999999991;1.0
132600;0.0;0.9999999999999247;0.9999999999999991;1.0
132800;0.0;0.9999999999999247;0.9999999999999991;1.0
133000;0.0;0.9999999999999247;0.9999999999999991;1.0
133200;0.0;0.9999999999999247;0.9999999999999991;1.0
133400;0.0;0.9999999999999247;0.9999999999999991;1.0
133600;0.0;0.9999999999999247;0.9999999999999991;1.0
133800;0.0;0.9999999999999247;0.9999999999999991;1.0
134000;0.0;0.9999999999999247;0.9999999999999991;1.0
134200;0.0;0.9999999999999247;0.9999999999999991;1.0
134400;0.0;0.9999999999999247;0.9999999999999991;1.0
134600;0.0;0.9999999999999247;0.9999999999999991;1.0
134800;0.0;0.9999999999999247;0.9999999999999991;1.0
135000;0.0;0.9999999999999247;0.9999999999999991;1.0
135200;0.0;0.9999999999999247;0.9999999999999991;1.0
135400;0.0;0.9999999999999247;0.9999999999999991;1.0
135600;0.0;0.9999999999999247;0.9999999999999991;1.0
135800;0.0;0.9999999999999247;0.9999999999999991;1.0
136000;0.0;0.9999999999999247;0.9999999999999991;1.0
136200;0.0;0.9999999999999247;0.9999999999999991;1.0
136400;0.0;0.9999999999999247;0.9999999999999991;1.0
136600;0.0;0.9999999999999247;0.9999999999999991;1.0
136800;0.0;0.9999999999999247;0.9999999999999991;1.0
137000;0.0;0.9999999999999247;0.9999999999999991;1.0
137200;0.0;0.9999999999999247;0.9999999999999991;1.0
137400;0.0;0.9999999999999247;0.9999999999999991;1.0
137600;0.0;0.9999999999999247;0.9999999999999991;1.0
137800;0.0;0.9999999999999247;0.9999999999999991;1.0
138000;0.0;0.9999999999999247;0.9999999999999991;1.0
138200;0.0;0.9999999999999247;0.9999999999999991;1.0
138400;0.0;0.9999999999999247;0.9999999999999991;1.0
138600;0.0;0.9999999999999247;0.9999999999999991;1.0
138800;0.0;0.9999999999999247;0.9999999999999991;1.0
139000;0.0;0.9999999999999247;0.9999999999999991;1.0
139200;0.0;0.9999999999999247;0.9999999999999991;1.0
139400;0.0;0.9999999999999247;0.9999999999999991;1.0
139600;0.0;0.9999999999999247;0.9999999999999991;1.0
139800;0.0;0.9999999999999247;0.9999999999999991;1.0
140000;0.0;0.9999999999999247;0.9999999999999991;1.0
140200;0.0;0.9999999999999247;0.9999999999999991;1.0
140400;0.0;0.9999999999999247;0.9999999999999991;1.0
140600;0.0;0.9999999999999247;0.9999999999999991;1.0
140800;0.0;0.9999999999999247;0.9999999999999991;1.0
141000;0.0;0.9999999999999247;0.9999999999999991;1.0
141200;0.0;0.9999999999999247;0.9999999999999991;1.0
141400;0.0;0.9999999999999247;0.9999999999999991;1.0
141600;0.0;0.9999999999999247;0.9999999999999991;1.0
141800;0.0;0.9999999999999247;0.9999999999999991;1.0
142000;0.0;0.9999999999999247;0.9999999999999991;1.0
142200;0.0;0.9999999999999247;0.9999999999999991;1.0
142400;0.0;0.9999999999999247;0.9999999999999991;1.0
142600;0.0;0.9999999999999247;0.9999999999999991;1.0
142800;0.0;0.9999999999999247;0.9999999999999991;1.0
143000;0.0;0.9999999999999247;0.9999999999999991;1.0
143200;0.0;0.9999999999999247;0.9999999999999991;1.0
143400;0.0;0.9999999999999247;0.9999999999999991;1.0
143600;0.0;0.9999999999999247;0.9999999999999991;1.0
143800;0.0;0.9999999999999247;0.9999999999999991;1.0
144000;0.0;0.9999999999999247;0.9999999999999991;1.0
144200;0.0;0.9999999999999247;0.9999999999999991;1.0
144400;0.0;0.9999999999999247;0.9999999999999991;1.0
144600;0.0;0.9999999999999247;0.9999999999999991;1.0
144800;0.0;0.9999999999999247;0.9999999999999991;1.0
145000;0.0;0.9999999999999247;0.9999999999999991;1.0
145200;0.0;0.9999999999999247;0.9999999999999991;1.0
145400;0.0;0.9999999999999247;0.9999999999999991;1.0
145600;0.0;0.9999999999999247;0.9999999999999991;1.0
145800;0.0;0.9999999999999247;0.9999999999999991;1.0
146000;0.0;0.9999999999999247;0.9999999999999991;1.0
146200;0.0;0.9999999999999247;0.9999999999999991;1.0
146400;0.0;0.9999999999999247;0.9999999999999991;1.0
146600;0.0;0.9999999999999247;0.9999999999999991;1.0
146800;0.0;0.9999999999999247;0.9999999999999991;1.0
147000;0.0;0.9999999999999247;0.9999999999999991;1.0
147200;0.0;0.9999999999999247;0.9999999999999991;1.0
147400;0.0;0.9999999999999247;0.9999999999999991;1.0
147600;0.0;0.9999999999999247;0.9999999999999991;1.0
147800;0.0;0.9999999999999247;0.9999999999999991;1.0
148000;0.0;0.9999999999999247;0.9999999999999991;1.0
148200;0.0;0.9999999999999247;0.9999999999999991;1.0
148400;0.0;0.9999999999999247;0.9999999999999991;1.0
148600;0.0;0.9999999999999247;0.9999999999999991;1.0
148800;0.0;0.9999999999999247;0.9999999999999991;1.0
149000;0.0;0.9999999999999247;0.9999999999999991;1.0
149200;0.0;0.9999999999999247;0.9999999999999991;1.0
149400;0.0;0.9999999999999247;0.9999999999999991;1.0
149600;0.0;0.9999999999999247;0.9999999999999991;1.0
149800;0.0;0.9999999999999247;0.9999999999999991;1.0
150000;0.0;0.9999999999999247;0.9999999999999991;1.0
150200;0.0;0.9999999999999247;0.9999999999999991;1.0
150400;0.0;0.9999999999999247;0.9999999999999991;1.0
150600;0.0;0.9999999999999247;0.9999999999999991;1.0
150800;0.0;0.9999999999999247;0.9999999999999991;1.0
151000;0.0;0.9999999999999247;0.9999999999999991;1.0
151200;0.0;0.9999999999999247;0.9999999999999991;1.0
151400;0.0;0.9999999999999247;0.9999999999999991;1.0
151600;0.0;0.9999999999999247;0.9999999999999991;1.0
151800;0.0;0.9999999999999247;0.9999999999999991;1.0
152000;0.0;0.9999999999999247;0.9999999999999991;1.0
152200;0.0;0.9999999999999247;0.9999999999999991;1.0
152400;0.0;0.9999999999999247;0.9999999999999991;1.0
152600;0.0;0.9999999999999247;0.9999999999999991;1.0
152800;0.0;0.9999999999999247;0.9999999999999991;1.0
153000;0.0;0.9999999999999247;0.9999999999999991;1.0
153200;0.0;0.9999999999999247;0.9999999999999991;1.0
153400;0.0;0.9999999999999247;0.9999999999999991;1.0
153600;0.0;0.9999999999999247;0.9999999999999991;1.0
153800;0.0;0.9999999999999247;0.9999999999999991;1.0
154000;0.0;0.9999999999999247;0.9999999999999991;1.0
154200;0.0;0.9999999999999247;0.9999999999999991;1.0
154400;0.0;0.9999999999999247;0.9999999999999991;1.0
154600;0.0;0.9999999999999247;0.9999999999999991;1.0
154800;0.0;0.9999999999999247;0.9999999999999991;1.0
155000;0.0;0.9999999999999247;0.9999999999999991;1.0
155200;0.0;0.9999999999999247;0.9999999999999991;1.0
155400;0.0;0.9999999999999247;0.9999999999999991;1.0
155600;0.0;0.9999999999999247;0.9999999999999991;1.0
155800;0.0;0.9999999999999247;0.9999999999999991;1.0
156000;0.0;0.9999999999999247;0.9999999999999991;1.0
156200;0.0;0.9999999999999247;0.9999999999999991;1.0
156400;0.0;0.9999999999999247;0.9999999999999991;1.0
156600;0.0;0.9999999999999247;0.9999999999999991;1.0
156800;0.0;0.9999999999999247;0.9999999999999991;1.0
157000;0.0;0.9999999999999247;0.9999999999999991;1.0
157200;0.0;0.9999999999999247;0.9999999999999991;1.0
157400;0.0;0.9999999999999247;0.9999999999999991;1.0
157600;0.0;0.9999999999999247;0.9999999999999991;1.0
157800;0.0;0.9999999999999247;0.9999999999999991;1.0
158000;0.0;0.9999999999999247;0.9999999999999991;1.0
158200;0.0;0.9999999999999247;0.9999999999999991;1.0
158400;0.0;0.9999999999999247;0.9999999999999991;1.0
158600;0.0;0.9999999999999247;0.9999999999999991;1.0
158800;0.0;0.9999999999999247;0.9999999999999991;1.0
159000;0.0;0.9999999999999247;0.9999999999999991;1.0
159200;0.0;0.9999999999999247;0.9999999999999991;1.0
159400;0.0;0.9999999999999247;0.9999999999999991;1.0
159600;0.0;0.9999999999999247;0.9999999999999991;1.0
159800;0.0;0.9999999999999247;0.9999999999999991;1.0
160000;0.0;0.9999999999999247;0.9999999999999991;1.0
160200;0.0;0.9999999999999247;0.9999999999999991;1.0
160400;0.0;0.9999999999999247;0.9999999999999991;1.0
160600;0.0;0.9999999999999247;0.9999999999999991;1.0
160800;0.0;0.9999999999999247;0.9999999999999991;1.0
161000;0.0;0.9999999999999247;0.9999999999999991;1.0
161200;0.0;0.9999999999999247;0.9999999999999991;1.0
161400;0.0;0.9999999999999247;0.9999999999999991;1.0
161600;0.0;0.9999999999999247;0.9999999999999991;1.0
161800;0.0;0.9999999999999247;0.9999999999999991;1.0
162000;0.0;0.9999999999999247;0.9999999999999991;1.0
162200;0.0;0.9999999999999247;0.9999999999999991;1.0
162400;0.0;0.9999999999999247;0.9999999999999991;1.0
162600;0.0;0.9999999999999247;0.9999999999999991;1.0
162800;0.0;0.9999999999999247;0.9999999999999991;1.0
163000;0.0;0.9999999999999247;0.9999999999999991;1.0
163200;0.0;0.9999999999999247;0.9999999999999991;1.0
163400;0.0;0.9999999999999247;0.9999999999999991;1.0
163600;0.0;0.9999999999999247;0.9999999999999991;1.0
163800;0.0;0.9999999999999247;0.9999999999999991;1.0
164000;0.0;0.9999999999999247;0.9999999999999991;1.0
164200;0.0;0.9999999999999247;0.9999999999999991;1.0
164400;0.0;0.9999999999999247;0.9999999999999991;1.0
164600;0.0;0.9999999999999247;0.9999999999999991;1.0
164800;0.0;0.9999999999999247;0.9999999999999991;1.0
165000;0.0;0.9999999999999247;0.9999999999999991;1.0
165200;0.0;0.9999999999999247;0.9999999999999991;1.0
165400;0.0;0.9999999999999247;0.9999999999999991;1.0
165600;0.0;0.9999999999999247;0.9999999999999991;1.0
165800;0.0;0.9999999999999247;0.9999999999999991;1.0
166000;0.0;0.9999999999999247;0.9999999999999991;1.0
166200;0.0;0.9999999999999247;0.9999999999999991;1.0
166400;0.0;0.9999999999999247;0.9999999999999991;1.0
166600;0.0;0.9999999999999247;0.9999999999999991;1.0
166800;0.0;0.9999999999999247;0.9999999999999991;1.0
167000;0.0;0.9999999999999247;0.9999999999999991;1.0
167200;0.0;0.9999999999999247;0.9999999999999991;1.0
167400;0.0;0.9999999999999247;0.9999999999999991;1.0
167600;0.0;0.9999999999999247;0.9999999999999991;1.0
167800;0.0;0.9999999999999247;0.9999999999999991;1.0
168000;0.0;0.9999999999999247;0.9999999999999991;1.0
168200;0.0;0.9999999999999247;0.9999999999999991;1.0
168400;0.0;0.9999999999999247;0.9999999999999991;1.0
168600;0.0;0.9999999999999247;0.9999999999999991;1.0
168800;0.0;0.9999999999999247;0.9999999999999991;1.0
169000;0.0;0.9999999999999247;0.9999999999999991;1.0
169200;0.0;0.9999999999999247;0.9999999999999991;1.0
169400;0.0;0.9999999999999247;0.9999999999999991;1.0
169600;0.0;0.9999999999999247;0.9999999999999991;1.0
169800;0.0;0.9999999999999247;0.9999999999999991;1.0
170000;0.0;0.9999999999999247;0.9999999999999991;1.0
170200;0.0;0.9999999999999247;0.9999999999999991;1.0
170400;0.0;0.9999999999999247;0.9999999999999991;1.0
170600;0.0;0.9999999999999247;0.9999999999999991;1.0
170800;0.0;0.9999999999999247;0.9999999999999991;1.0
171000;0.0;0.9999999999999247;0.9999999999999991;1.0
171200;0.0;0.9999999999999247;0.9999999999999991;1.0
171400;0.0;0.9999999999999247;0.9999999999999991;1.0
171600;0.0;0.9999999999999247;0.9999999999999991;1.0
171800;0.0;0.9999999999999247;0.9999999999999991;1.0
172000;0.0;0.9999999999999247;0.9999999999999991;1.0
172200;0.0;0.9999999999999247;0.9999999999999991;1.0
172400;0.0;0.9999999999999247;0.9999999999999991;1.0
172600;0.0;0.9999999999999247;0.9999999999999991;1.0
172800;0.0;0.9999999999999247;0.9999999999999991;1.0
173000;0.0;0.9999999999999247;0.9999999999999991;1.0
173200;0.0;0.9999999999999247;0.9999999999999991;1.0
173400;0.0;0.9999999999999247;0.9999999999999991;1.0
173600;0.0;0.9999999999999247;0.9999999999999991;1.0
173800;0.0;0.9999999999999247;0.9999999999999991;1.0
174000;0.0;0.9999999999999247;0.9999999999999991;1.0
174200;0.0;0.9999999999999247;0.9999999999999991;1.0
174400;0.0;0.9999999999999247;0.9999999999999991;1.0
174600;0.0;0.9999999999999247;0.9999999999999991;1.0
174800;0.0;0.9999999999999247;0.9999999999999991;1.0
175000;0.0;0.9999999999999247;0.9999999999999991;1.0
175200;0.0;0.9999999999999247;0.9999999999999991;1.0
175400;0.0;0.9999999999999247;0.9999999999999991;1.0
175600;0.0;0.9999999999999247;0.9999999999999991;1.0
175800;0.0;0.9999999999999247;0.9999999999999991;1.0
176000;0.0;0.9999999999999247;0.9999999999999991;1.0
176200;0.0;0.9999999999999247;0.9999999999999991;1.0
176400;0.0;0.9999999999999247;0.9999999999999991;1.0
176600;0.0;0.9999999999999247;0.9999999999999991;1.0
176800;0.0;0.9999999999999247;0.9999999999999991;1.0
177000;0.0;0.9999999999999247;0.9999999999999991;1.0
177200;0.0;0.9999999999999247;0.9999999999999991;1.0
177400;0.0;0.9999999999999247;0.9999999999999991;1.0
177600;0.0;0.9999999999999247;0.9999999999999991;1.0
177800;0.0;0.9999999999999247;0.9999999999999991;1.0
178000;0.0;0.9999999999999247;0.9999999999999991;1.0
178200;0.0;0.9999999999999247;0.9999999999999991;1.0
178400;0.0;0.9999999999999247;0.9999999999999991;1.0
178600;0.0;0.9999999999999247;0.9999999999999991;1.0
178800;0.0;0.9999999999999247;0.9999999999999991;1.0
179000;0.0;0.9999999999999247;0.9999999999999991;1.0
179200;0.0;0.9999999999999247;0.9999999999999991;1.0
179400;0.0;0.9999999999999247;0.9999999999999991;1.0
179600;0.0;0.9999999999999247;0.9999999999999991;1.0
179800;0.0;0.9999999999999247;0.9999999999999991;1.0
180000;0.0;0.9999999999999247;0.9999999999999991;1.0
180200;0.0;0.9999999999999247;0.9999999999999991;1.0
180400;0.0;0.9999999999999247;0.9999999999999991;1.0
180600;0.0;0.9999999999999247;0.9999999999999991;1.0
180800;0.0;0.9999999999999247;0.9999999999999991;1.0
181000;0.0;0.9999999999999247;0.9999999999999991;1.0
181200;0.0;0.9999999999999247;0.9999999999999991;1.0
181400;0.0;0.9999999999999247;0.9999999999999991;1.0
181600;0.0;0.9999999999999247;0.9999999999999991;1.0
181800;0.0;0.9999999999999247;0.9999999999999991;1.0
182000;0.0;0.9999999999999247;0.9999999999999991;1.0
182200;0.0;0.9999999999999247;0.9999999999999991;1.0
182400;0.0;0.9999999999999247;0.9999999999999991;1.0
182600;0.0;0.9999999999999247;0.9999999999999991;1.0
182800;0.0;0.9999999999999247;0.9999999999999991;1.0
183000;0.0;0.9999999999999247;0.9999999999999991;1.0
183200;0.0;0.9999999999999247;0.9999999999999991;1.0
183400;0.0;0.9999999999999247;0.9999999999999991;1.0
183600;0.0;0.9999999999999247;0.9999999999999991;1.0
183800;0.0;0.9999999999999247;0.9999999999999991;1.0
184000;0.0;0.9999999999999247;0.9999999999999991;1.0
184200;0.0;0.9999999999999247;0.9999999999999991;1.0
184400;0.0;0.9999999999999247;0.9999999999999991;1.0
184600;0.0;0.9999999999999247;0.9999999999999991;1.0
184800;0.0;0.9999999999999247;0.9999999999999991;1.0
185000;0.0;0.9999999999999247;0.9999999999999991;1.0
185200;0.0;0.9999999999999247;0.9999999999999991;1.0
185400;0.0;0.9999999999999247;0.9999999999999991;1.0
185600;0.0;0.9999999999999247;0.9999999999999991;1.0
185800;0.0;0.9999999999999247;0.9999999999999991;1.0
186000;0.0;0.9999999999999247;0.9999999999999991;1.0
186200;0.0;0.9999999999999247;0.9999999999999991;1.0
186400;0.0;0.9999999999999247;0.9999999999999991;1.0
186600;0.0;0.9999999999999247;0.9999999999999991;1.0
186800;0.0;0.9999999999999247;0.9999999999999991;1.0
187000;0.0;0.9999999999999247;0.9999999999999991;1.0
187200;0.0;0.9999999999999247;0.9999999999999991;1.0
187400;0.0;0.9999999999999247;0.9999999999999991;1.0
187600;0.0;0.9999999999999247;0.9999999999999991;1.0
187800;0.0;0.9999999999999247;0.9999999999999991;1.0
188000;0.0;0.9999999999999247;0.9999999999999991;1.0
188200;0.0;0.9999999999999247;0.9999999999999991;1.0
188400;0.0;0.9999999999999247;0.9999999999999991;1.0
188600;0.0;0.9999999999999247;0.9999999999999991;1.0
188800;0.0;0.9999999999999247;0.9999999999999991;1.0
189000;0.0;0.9999999999999247;0.9999999999999991;1.0
189200;0.0;0.9999999999999247;0.9999999999999991;1.0
189400;0.0;0.9999999999999247;0.9999999999999991;1.0
189600;0.0;0.9999999999999247;0.9999999999999991;1.0
189800;0.0;0.9999999999999247;0.9999999999999991;1.0
190000;0.0;0.9999999999999247;0.9999999999999991;1.0
190200;0.0;0.9999999999999247;0.9999999999999991;1.0
190400;0.0;0.9999999999999247;0.9999999999999991;1.0
190600;0.0;0.9999999999999247;0.9999999999999991;1.0
190800;0.0;0.9999999999999247;0.9999999999999991;1.0
191000;0.0;0.9999999999999247;0.9999999999999991;1.0
191200;0.0;0.9999999999999247;0.9999999999999991;1.0
191400;0.0;0.9999999999999247;0.9999999999999991;1.0
191600;0.0;0.9999999999999247;0.9999999999999991;1.0
191800;0.0;0.9999999999999247;0.9999999999999991;1.0
192000;0.0;0.9999999999999247;0.9999999999999991;1.0
192200;0.0;0.9999999999999247;0.9999999999999991;1.0
192400;0.0;0.9999999999999247;0.9999999999999991;1.0
192600;0.0;0.9999999999999247;0.9999999999999991;1.0
192800;0.0;0.9999999999999247;0.9999999999999991;1.0
193000;0.0;0.9999999999999247;0.9999999999999991;1.0
193200;0.0;0.9999999999999247;0.9999999999999991;1.0
193400;0.0;0.9999999999999247;0.9999999999999991;1.0
193600;0.0;0.9999999999999247;0.9999999999999991;1.0
193800;0.0;0.9999999999999247;0.9999999999999991;1.0
194000;0.0;0.9999999999999247;0.9999999999999991;1.0
